"ID_ARTICLE","ID_SAMPLE","id_effect","Authors","PublicationYear","PublicationType","Country","GGGI","GeoArea","SchoolLevel","GradeM","MeanAge_months","TaskName","Standardized","Computerized","IndexName","ScoreType","ScoreSign","MathContent","N","male_N","fem_N","male_mean","male_sd","fem_mean","fem_sd","eff","vi","vi_0","lb","ub"
2281,"2281_1",879,"Riciputi & Erdal, 2017",2017,1,"United States",0.739076923,"NorthAmerica","5.UniversityAdults",14,NA,"GRE general test_quantitative reasoning",1,"1","Accuracy","Raw",1,"BroadMathematics",60,33,27,5.37,2.47,4.22,2.39,0.472383427510945,0.0691996181949589,0.0673400673400673,-0.0538113231246041,0.998578178146493
3652,"3652_1",880,"Riegle-Crumb & Peng, 2021",2021,1,"United States",0.739076923,"NorthAmerica","4.High",11,NA,"11th-grade standardized math test administered by NCES",1,"0","Accuracy","Raw",1,"NationalTest",18267,9177,9090,67.02,19.62,66.24,18.08,0.0413368014339216,0.000219025844439549,0.00021897907345491,0.0123283497011193,0.0703452531667239
1334,"1334_1",881,"Rindermann et al., 2014",2014,1,"Germany",0.777615384615385,"CentralEurope","5.UniversityAdults",14,268,"Cognitive Abilities Test - Quantitative relations",1,"0","Accuracy","Raw",1,"BroadMathematics",30,23,7,19.7,3.67,18,3.32,0.472502124092907,0.190056374681247,0.186335403726708,-0.417835857319201,1.36284010550502
1334,"1334_2",882,"Rindermann et al., 2014",2014,1,"United Arab Emirates",0.66,"MiddleEast","5.UniversityAdults",14,268,"Cognitive Abilities Test - Quantitative relations",1,"0","Accuracy","Raw",1,"BroadMathematics",30,15,15,17.87,3.64,15.73,3.47,0.60179706233644,0.139369328403946,0.133333333333333,-0.160628210387329,1.36422233506021
1334,"1334_1",883,"Rindermann et al., 2014",2014,1,"Germany",0.777615384615385,"CentralEurope","5.UniversityAdults",14,268,"Cognitive Abilities Test - number series",1,"0","Accuracy","Raw",1,"BasicNumeracy",30,23,7,15.78,2.71,13.86,3.44,0.666195534523735,0.193732345230364,0.186335403726708,-0.232711435842757,1.56510250489023
1334,"1334_2",884,"Rindermann et al., 2014",2014,1,"United Arab Emirates",0.66,"MiddleEast","5.UniversityAdults",14,268,"Cognitive Abilities Test - number series",1,"0","Accuracy","Raw",1,"BasicNumeracy",30,15,15,10.6,3.14,8.13,3.89,0.69873749986609,0.141470568228652,0.133333333333333,-0.0694137280142717,1.46688872774645
3285,"3285_1",885,"Rizal et al., 2020",2020,1,"Indonesia",0.680076923076923,"EastAsia&Oceania",NA,7.5,163,"Uchida-Kraepelin test",1,"0","Accuracy","Raw",1,"Computation",32,16,16,81.2,16.4,77.6,18.8,0.204071664412134,0.125650706940874,0.125,-0.517965057104662,0.926108385928929
3285,"3285_1",886,"Rizal et al., 2020",2020,1,"Indonesia",0.680076923076923,"EastAsia&Oceania",NA,7.5,163,"Uchida-Kraepelin test",1,"0","Accuracy","Raw",1,"Computation",32,16,16,76,15.7,74,16.5,0.124185281085347,0.125240968500598,0.125,-0.596673222716035,0.845043784886728
3285,"3285_1",887,"Rizal et al., 2020",2020,1,"Indonesia",0.680076923076923,"EastAsia&Oceania",NA,7.5,163,"Uchida-Kraepelin test",1,"0","Accuracy","Raw",1,"Computation",32,16,16,81.8,12.5,82.1,16.3,-0.0206543200934346,0.125006665639664,0.125,-0.740838211263564,0.699529571076695
3285,"3285_1",888,"Rizal et al., 2020",2020,1,"Indonesia",0.680076923076923,"EastAsia&Oceania",NA,7.5,163,"Uchida-Kraepelin test",1,"0","Accuracy","Raw",1,"Computation",32,16,16,73.6,20.1,71.3,17.4,0.122349945547781,0.125233898580868,0.125,-0.598488211542196,0.843188102637759
555,"555_1",889,"Roan, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",255,128,127,92.1,10.01,92.7,6.3,-0.0716806306935955,0.0156965904790445,0.0156865157480315,-0.318407742990104,0.175046481602913
555,"555_2",890,"Roan, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",106,54,52,91.5,9.3,88.4,8.19,0.353347265334361,0.0383382230790956,0.0377492877492877,-0.0348482305280653,0.741542761196787
555,"555_3",891,"Roan, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",250,125,125,90.3,9.32,91.7,8.58,-0.156291082580824,0.0160488538049886,0.016,-0.405795156575322,0.0932129914136732
555,"555_4",892,"Roan, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",101,52,49,90.8,9.11,91.7,8.17,-0.103842353391698,0.0396923148443819,0.0396389324960754,-0.499059696809695,0.291374990026299
555,"555_5",893,"Roan, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",244,122,122,88.1,11.2,90,7.44,-0.199837538886936,0.0164752767253041,0.0163934426229508,-0.452664822538021,0.052989744764148
555,"555_6",894,"Roan, 2012",2012,0,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",103,50,53,85.4,11.62,88.8,7.34,-0.352100433721802,0.0394697435352295,0.0388679245283019,-0.746115394759404,0.0419145273158004
1341,"1341_1",895,"Robinson-Cimpian et al., 2014",2014,1,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"Mathematics direct cognitive assessment score",0,"0","Accuracy","z-score",1,"BroadMathematics",9224,4653,4571,0,1.04,-0.01,0.95,0.0100359617665815,0.000433691077966495,0.000433685618267417,-0.0307861367296125,0.0508580602627754
1341,"1341_1",896,"Robinson-Cimpian et al., 2014",2014,1,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"Mathematics direct cognitive assessment score",0,"0","Accuracy","z-score",1,"BroadMathematics",6658,3335,3323,0.05,1.04,-0.05,0.96,0.0999129023837483,0.000601532635601593,0.000600782966927611,0.0518337673306689,0.147992037436828
1341,"1341_1",897,"Robinson-Cimpian et al., 2014",2014,1,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"Mathematics direct cognitive assessment score",0,"0","Accuracy","z-score",1,"BroadMathematics",3919,1909,2010,0.14,1.01,-0.13,0.97,0.272813727204486,0.00103084261034851,0.00102134690611896,0.209866236576932,0.335761217832039
1341,"1341_1",898,"Robinson-Cimpian et al., 2014",2014,1,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"Mathematics direct cognitive assessment score",0,"0","Accuracy","z-score",1,"BroadMathematics",1099,534,565,0.21,0.97,-0.2,0.99,0.418224999995989,0.0037221485469796,0.00364257068045474,0.298516910700303,0.537933089291674
2119,"2119_1",899,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,122,"Mathematical Fluency - Woodcock-Johnson Tests of Achievement (Woodcock, McGrew, & Mather, 2001) adapted",0,"0","Accuracy","Raw",1,"Computation",166,94,72,51.44,18.58,51.4,17.71,0.00219678142545608,0.024527201296918,0.0245271867612293,-0.307010597607301,0.311404160458214
2119,"2119_1",900,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,122,"Adaptive Number Knowledge (ANK) Task (see McMullen et al., 2016)",0,"0","Accuracy","z-score",1,"Computation",166,94,72,0.75,1,0.35,0.7,0.453141126824851,0.0251456713420127,0.0245271867612293,0.140059581109532,0.76622267254017
2119,"2119_1",901,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"Woodcock-Johnson Tests of Achievement",1,"0","Accuracy","Raw",1,"Computation",166,94,72,51.44,18.58,51.4,17.71,0.00219678142545608,0.024527201296918,0.0245271867612293,-0.307010597607301,0.311404160458214
2119,"2119_1",902,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"The Adaptive Number Knowledge (ANK) Task",1,"0","Accuracy","Raw",1,"Computation",166,94,72,0.75,1,0.35,0.7,0.453141126824851,0.0251456713420127,0.0245271867612293,0.140059581109532,0.76622267254017
2119,"2119_2",903,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"Woodcock-Johnson Tests of Achievement",1,"0","Accuracy","Raw",1,"Computation",337,164,173,54.79,17.88,51.58,17.4,0.182022481722566,0.0119270653392268,0.011877907796419,-0.0327988497669091,0.396843813212041
2119,"2119_2",904,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"The Adaptive Number Knowledge (ANK) Task",1,"0","Accuracy","Raw",1,"Computation",337,164,173,1.13,1.59,0.73,1.05,0.298461743726215,0.0120100730968168,0.011877907796419,0.0828941717187043,0.514029315733726
2119,"2119_3",905,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"Woodcock-Johnson Tests of Achievement",1,"0","Accuracy","Raw",1,"Computation",290,145,145,61.13,19.17,57.21,17.65,0.212746552883085,0.0138711398202821,0.0137931034482759,-0.0190571797135002,0.44455028547967
2119,"2119_3",906,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"The Adaptive Number Knowledge (ANK) Task",1,"0","Accuracy","Raw",1,"Computation",290,145,145,4.26,3.04,3.77,2.73,0.169599422698958,0.0138426964899652,0.0137931034482759,-0.0619665264987277,0.401165371896643
2119,"2119_4",907,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"Woodcock-Johnson Tests of Achievement",1,"0","Accuracy","Raw",1,"Computation",197,101,96,64.76,21.89,63.34,22.52,0.0639663941045119,0.0203280417899779,0.0203176567656766,-0.217205617712583,0.345138405921607
2119,"2119_4",908,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"The Adaptive Number Knowledge (ANK) Task",1,"0","Accuracy","Raw",1,"Computation",197,101,96,5.3,3.31,4.78,3.34,0.156407478987874,0.0203797463582739,0.0203176567656766,-0.125121887587449,0.437936845563197
2119,"2119_5",909,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"Woodcock-Johnson Tests of Achievement",1,"0","Accuracy","Raw",1,"Computation",166,94,72,55.57,21.29,55.33,18.67,0.0118826626368392,0.0245276120554201,0.0245271867612293,-0.297327305542282,0.321092630815961
2119,"2119_5",910,"Rodriguez-Aflecht et al., 2017",2017,1,"Mexico",0.709461538461538,"SouthAmerica","2.Primary",5,NA,"The Adaptive Number Knowledge (ANK) Task",1,"0","Accuracy","Raw",1,"Computation",166,94,72,3.29,2.87,3.25,2.8,0.0140849686483914,0.0245277843104517,0.0245271867612293,-0.295126085304575,0.323296022601358
729,"729_1",911,"Ross et al., 2012",2012,1,"Canada",0.754,"NorthAmerica",NA,8.5,NA,NA,0,"0","Accuracy","Raw",1,"AdvancedMaths",996,500,496,1.16,0.67,1.21,0.66,-0.0751835700943191,0.00401896666740471,0.00401612903225806,-0.199587290569063,0.0492201503804248
3996,"3996_1",912,"Rossi et al., 2022",2022,1,"Germany",0.777615384615385,"CentralEurope","5.UniversityAdults",14,NA,NA,0,"1","Accuracy","Raw",1,"Computation",923,294,629,15.86,7.26,11.77,5.93,0.640740049893031,0.00521358426125355,0.00499118566345457,0.499034729280356,0.782445370505705
780,"780_1",913,"Rossiter, 2013",2013,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"MAP test",1,"0","Accuracy","Raw",1,"NationalTest",32,18,14,677.7,19.71,681.57,15.31,-0.215762967839007,0.127711527894919,0.126984126984127,-0.943696738298377,0.512170802620364
780,"780_2",914,"Rossiter, 2013",2013,0,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"MAP test",1,"0","Accuracy","Raw",1,"NationalTest",120,62,58,696.11,21.51,686.22,20.67,0.468533602367422,0.0342850938040235,0.0333704115684093,0.101925046704883,0.835142158029962
243,"243_1",915,"S. F. Fernandez, 2011",2011,0,"Philippines",0.782923076923077,"EastAsia&Oceania","4.High",9,NA,"Mathematics Achievement Test",1,"0","Accuracy","Raw",1,"NationalTest",168,88,80,23.88,6.72,26.06,5.69,-0.348743057512539,0.024225605768884,0.0238636363636364,-0.656016632027677,-0.0414694829973999
502,"502_1",916,"S. S. Robinson, 2012",2012,0,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"TCAP",1,"0","Accuracy","Raw",1,"NationalTest",466,247,219,37.91,18.65,40.89,17.81,-0.16319683488172,0.00864336944388327,0.00861479304161352,-0.345888636837662,0.0194949670742211
502,"502_2",917,"S. S. Robinson, 2012",2012,0,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"TCAP",1,"0","Accuracy","Raw",1,"NationalTest",8561,4364,4197,50.29,20.27,51.48,18.79,-0.0608433065650058,0.000467629206405507,0.00046741299872219,-0.103233003363109,-0.0184536097669026
2294,"2294_1",918,"S.-K. Kim & Kim, 2017",2017,1,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"math test",1,"0","Accuracy","Raw",1,"BroadMathematics",2708,1320,1388,25,10,24,9,0.10525658539528,0.00148008244883044,0.00147803685267662,0.0298194481493573,0.180693722641203
2294,"2294_1",919,"S.-K. Kim & Kim, 2017",2017,1,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"math test",1,"0","Accuracy","Raw",1,"BroadMathematics",2708,1320,1388,36,12,35,11,0.0869693420095665,0.00147943339374929,0.00147803685267662,0.0115487471617809,0.162389936857352
2294,"2294_1",920,"S.-K. Kim & Kim, 2017",2017,1,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"math test",1,"0","Accuracy","Raw",1,"BroadMathematics",2708,1320,1388,43,14,41,13,0.14818443485662,0.0014820912519997,0.00147803685267662,0.0726961224287021,0.223672747284539
2294,"2294_1",921,"S.-K. Kim & Kim, 2017",2017,1,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"math test",1,"0","Accuracy","Raw",1,"BroadMathematics",2708,1320,1388,62,17,59,16,0.181873181017368,0.00148414428509416,0.00147803685267662,0.106332602452003,0.257413759582733
2294,"2294_1",922,"S.-K. Kim & Kim, 2017",2017,1,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"math test",1,"0","Accuracy","Raw",1,"BroadMathematics",2708,1320,1388,97,21,92,20,0.243979419059996,0.00148902761281784,0.00147803685267662,0.16831466575593,0.319644172364062
2294,"2294_1",923,"S.-K. Kim & Kim, 2017",2017,1,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"math test",1,"0","Accuracy","Raw",1,"BroadMathematics",2708,1320,1388,119,20,114,21,0.243680704499007,0.00148900071636664,0.00147803685267662,0.168016634567942,0.319344774430073
1052,"1052_1",924,"Sackes, 2013",2013,1,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,NA,1,"0","Accuracy","Raw",1,"BroadMathematics",8731,4325,4406,102.5,25.03,97.43,23.33,0.209616289909331,0.000460693368045886,0.000458177104788793,0.167542243583624,0.251690336235038
2412,"2412_1",925,"Sala et al., 2017",2017,1,"Italy",0.700923076923077,"CentralEurope","2.Primary",3.5,116,"PISA items",0,"0","Accuracy","Raw",1,"NationalTest",2314,1044,1270,11.886,9.956,9.783,9.307,0.218943667953452,0.001755613874135,0.00174525598093342,0.136778109121155,0.301109226785749
1732,"1732_1",926,"Salah, 2016",2016,1,"Jordan",0.614153846153846,"MiddleEast","3.Middle",8,NA,"Math Achievement Test",0,"0","Accuracy","Raw",1,"BroadMathematics",55,27,28,7.741,6.2811,16.71,46.547,-0.267629370943174,0.0734024634803358,0.0727513227513227,-0.81058299975163,0.275324257865281
1721,"1721_1",927,"Saleh & Rahman, 2016",2016,1,"Malaysia",0.664923076923077,"EastAsia&Oceania","3.Middle",7,150,"Algebra Achievement Test (AAT)",0,"0","Accuracy","Raw",1,"AdvancedMaths",317,135,182,20.73,4.82,22.02,4.22,-0.287621647652854,0.0130323958864532,0.0129019129019129,-0.512227723349362,-0.063015571956345
3765,"3765_1",928,"Sanchez-Villanueva, 2022",2022,0,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"STAAR - Math",1,"0","Accuracy","Raw",1,"NationalTest",138,74,64,0.6514,0.216,0.6411,0.0211,0.0648202297438167,0.0291537369272238,0.0291385135135135,-0.27279377972644,0.402434239214074
3765,"3765_2",929,"Sanchez-Villanueva, 2022",2022,0,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"STAAR - Math",1,"0","Accuracy","Raw",1,"NationalTest",226,117,109,0.5532,0.2293,0.5239,0.1843,0.140313751451224,0.0177648778825661,0.0177213204736141,-0.122326407325969,0.402953910228418
3765,"3765_3",930,"Sanchez-Villanueva, 2022",2022,0,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"STAAR - Math",1,"0","Accuracy","Raw",1,"NationalTest",259,100,159,0.7045,0.181,0.7007,0.1822,0.0209091425675663,0.0162901521765696,0.0162893081761006,-0.230421129508911,0.272239414644044
4049,"4049_1",931,"Santos et al., 2022",2022,1,"Brazil",0.689307692307692,"SouthAmerica",NA,4.5,114,"Zareki-R",1,"0","Accuracy","Raw",1,"BroadMathematics",304,161,143,149.2,37.68,140.27,38.52,0.23452308452703,0.0132946494152176,0.0132041871172306,0.00763118524821496,0.461414983805845
3045,"3045_1",932,"Sass & Kampa, 2019",2019,1,"Germany",0.777615384615385,"CentralEurope","3.Middle",8,NA,"Achievement Test",1,"0","Accuracy","Raw",1,"BroadMathematics",1658,714,944,165.03,23.26,159.22,21.43,0.261283456908333,0.0024804700278474,0.00245988225798794,0.163597477278247,0.358969436538419
1169,"1169_1",933,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,16.4,4.8,16.4,4.5,0,0.004,0.004,-0.124109220739454,0.124109220739454
1169,"1169_1",934,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,15.3,4.8,15.6,4.5,-0.0644825880219159,0.004002079002079,0.004,-0.188624057487584,0.059658881443752
1169,"1169_1",935,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,28.6,8,28.4,7.5,0.0257930352087668,0.00400033264033264,0.004,-0.0983213458899643,0.149907416307498
1169,"1169_1",936,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24,7.9,24.4,8.4,-0.049056680179118,0.0040012032789351,0.004,-0.173184566766285,0.0750712064080487
1169,"1169_1",937,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,20.4,5.5,20.4,4.9,0,0.004,0.004,-0.124109220739454,0.124109220739454
1169,"1169_1",938,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,19.1,5.1,18.7,5,0.0792040387169043,0.00400313663987453,0.004,-0.0449538332281579,0.203361910661966
1169,"1169_1",939,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,27,7.1,25.8,6.2,0.180039387924634,0.00401620709060214,0.004,0.0556789901828711,0.304399785666397
1169,"1169_1",940,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,25,7.1,24.8,6.7,0.0289733386869629,0.00400041972717733,0.004,-0.095142393383297,0.153089070757223
1169,"1169_1",941,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,22.3,6.4,21.3,6.5,0.155034101563231,0.00401201778632376,0.004,0.030738580888924,0.279329622237539
1169,"1169_1",942,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,19.7,6.5,20.1,5.8,-0.0649355783213473,0.00400210831466596,0.004,-0.189077502413342,0.0592063457706478
1169,"1169_1",943,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,26.1,7.1,24.1,6.6,0.291776546798538,0.00404256677663084,0.004,0.16700870744196,0.416544386155116
1169,"1169_1",944,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.5,7.7,23.7,6.7,0.110844157885298,0.00400614321366865,0.004,-0.0133603299729543,0.23504864574355
1169,"1169_1",945,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,25.5,5.7,24.1,5.9,0.241343441511827,0.00402912332838039,0.004,0.116783230979998,0.365903652043656
1169,"1169_1",946,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,22.5,6.8,21.8,5.9,0.109960455008328,0.00400604565083282,0.004,-0.0142425204457006,0.234163430462356
1169,"1169_1",947,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30.8,6.6,30.8,6.3,0,0.004,0.004,-0.124109220739454,0.124109220739454
1169,"1169_1",948,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,29.4,7,29.6,6.8,-0.0289824636691917,0.00400041999160017,0.004,-0.1530981998414,0.0951332725030169
1169,"1169_1",949,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,26.8,7.5,24.9,7,0.26191329638232,0.00403429928741093,0.004,0.137273104230463,0.386553488534176
1169,"1169_1",950,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,23.1,7.6,21.5,7.1,0.217561260139885,0.00402366645095683,0.004,0.0930854277771973,0.342037092502572
1169,"1169_1",951,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,32.7,8.1,32,7.3,0.0907866749762215,0.00400412111017662,0.004,-0.0333864627759802,0.214959812728423
1169,"1169_1",952,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30.4,8.7,30.2,7.9,0.0240684517428439,0.00400028964518465,0.004,-0.100045262370039,0.148182165855726
1169,"1169_1",953,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,25,6.5,24.2,7.1,0.117532733522066,0.00400690697172458,0.004,-0.00668359336093698,0.241749060405069
1169,"1169_1",954,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,22.4,7.4,22.6,7,-0.0277670672403537,0.00400038550501157,0.004,-0.15188226842654,0.0963481339458326
1169,"1169_1",955,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,31.2,7.9,31.6,8,-0.0503134703339902,0.00400126572264852,0.004,-0.174442325501781,0.0738153848338005
1169,"1169_1",956,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30.3,8.2,30.4,7.9,-0.0124202042333072,0.0040000771307366,0.004,-0.136530621546445,0.11169021307983
1169,"1169_1",957,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.4,8.6,24.2,8.2,0.0238027779462889,0.00400028328611898,0.004,-0.10031083751779,0.147916393410368
1169,"1169_1",958,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,22,7.7,22,7.2,0,0.004,0.004,-0.124109220739454,0.124109220739454
1169,"1169_1",959,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30,8.2,30.5,7.5,-0.0636310525057007,0.00400202445542149,0.004,-0.187771675970417,0.0605095709590153
1169,"1169_1",960,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,27.9,8.3,28.3,8,-0.0490714440588234,0.00400120400331101,0.004,-0.173199341882016,0.0750564537643691
1169,"1169_1",961,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.2,8.7,24.2,8.1,0,0.004,0.004,-0.124109220739454,0.124109220739454
1169,"1169_1",962,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,20.7,7.6,20.2,7.3,0.0671004944989163,0.004002251238181,0.004,-0.0570436462549423,0.191244635252775
1169,"1169_1",963,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,29.6,8.8,28.7,8.4,0.104622874869438,0.00400547297297297,0.004,-0.0195712226482716,0.228816972387147
1169,"1169_1",964,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.8,9.1,25.6,8.9,-0.0888834024284394,0.00400395012961363,0.004,-0.213053888984652,0.0352870841277731
1169,"1169_1",965,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,23.7,8.8,24.3,8.7,-0.0685703090653174,0.00400235094364266,0.004,-0.192715996170347,0.0555753780397121
